datetime,meas,meas2
2018-08-27 08:10:18.30612,67.64,99.9
2018-08-27 08:15:19.05422,67.64,99.9
2018-08-27 08:20:15.903141,67.64,99.9
2018-08-27 08:25:17.81628,68,99.9
2018-08-27 08:30:18.226501,68.18,99.9
2018-08-27 08:35:17.489706,68.54,99.9
2018-08-27 08:40:15.664918,68.36,99.9
2018-08-27 08:45:16.192193,68.72,99.9
2018-08-27 08:50:17.813952,69.26,99.9
2018-08-27 08:55:15.725905,69.26,99.9
2018-08-27 09:00:21.487161,69.8,99.9
2018-08-27 09:05:19.959874,70.16,99.9
2018-08-27 09:10:15.924542,70.16,99.9
2018-08-27 09:15:18.204476,70.7,99.9
2018-08-27 09:20:17.51787,70.7,99.9
2018-08-27 09:25:17.878577,70.88,99.9
2018-08-27 09:30:18.262167,71.06,99.9
2018-08-27 09:35:23.210612,71.24,99.9
2018-08-27 09:40:14.983939,71.24,99.9
2018-08-27 09:45:17.920731,71.42,99.9
2018-08-27 09:50:17.909877,71.42,99.9
2018-08-27 09:55:23.492302,71.6,99.9
2018-08-27 10:00:15.548807,71.6,99.9
2018-08-27 10:05:15.515842,71.6,99.9
2018-08-27 10:10:15.168015,71.6,99.9
2018-08-27 10:15:18.071606,72.32,99.9
2018-08-27 10:20:15.63216,72.14,99.9
2018-08-27 10:25:17.813017,72.86,99.9
2018-08-27 10:30:18.120215,73.22,99.9
2018-08-27 10:35:15.608763,73.22,99.9
2018-08-27 10:40:18.584865,73.22,99.9
2018-08-27 10:45:17.895028,73.04,99.9
2018-08-27 10:50:20.663193,73.22,99.9
2018-08-27 10:55:18.344534,73.4,99.9
2018-08-27 11:00:21.202174,73.58,99.9
2018-08-27 11:05:15.690762,73.58,99.9
2018-08-27 11:10:15.990608,73.76,99.9
2018-08-27 11:15:18.780904,74.12,99.9
2018-08-27 11:20:15.713628,74.12,99.9
2018-08-27 11:25:20.25659,74.3,99.9
2018-08-27 11:30:18.836013,74.3,99.9
2018-08-27 11:35:15.345737,74.3,99.9
2018-08-27 11:40:17.846421,74.66,99.9
2018-08-27 11:45:18.325093,74.84,99.9
2018-08-27 11:50:18.381069,74.66,99.9
2018-08-27 11:55:15.09443,74.66,99.9
2018-08-27 12:00:15.503302,74.84,99.9
2018-08-27 12:05:20.483163,75.38,99.9
2018-08-27 12:10:17.984346,75.56,99.9
2018-08-27 12:15:15.756712,75.56,99.9
2018-08-27 12:20:18.646758,76.46,99.9
2018-08-27 12:25:18.198845,76.64,99.9
2018-08-27 12:30:16.20957,76.64,99.9
2018-08-27 12:35:15.274683,77,99.9
2018-08-27 12:40:18.332006,77.36,99.9
2018-08-27 12:45:21.530671,77.72,99.9
2018-08-27 12:50:15.35734,77.72,99.9
2018-08-27 12:55:18.136902,77.54,99.9
2018-08-27 13:00:18.638767,77.72,99.9
2018-08-27 13:05:17.907454,77.72,99.9
2018-08-27 13:10:18.695519,77.18,99.9
2018-08-27 13:15:15.485649,77.18,99.9
2018-08-27 13:20:15.966125,76.82,99.9
2018-08-27 13:25:17.652182,76.64,99.9
2018-08-27 13:30:15.543126,76.64,99.9
2018-08-27 13:35:20.971694,76.28,99.9
2018-08-27 13:40:15.774924,76.28,99.9
2018-08-27 13:45:18.881592,77,99.9
2018-08-27 13:50:18.393506,77.18,99.9
2018-08-27 13:55:22.935225,77.18,99.9
2018-08-27 14:00:20.733533,77.72,99
2018-08-27 14:05:18.424334,78.08,97.7
2018-08-27 14:10:15.115472,78.08,97.6
2018-08-27 14:15:20.451576,78.08,97.9
2018-08-27 14:20:17.920957,78.62,96.3
2018-08-27 14:25:17.704998,78.8,97.3
2018-08-27 14:30:18.059435,79.34,95.4
2018-08-27 14:35:18.243398,79.88,95.5
2018-08-27 14:40:15.092655,79.7,95.6
2018-08-27 14:45:15.385799,80.6,93.9
2018-08-27 14:50:17.903268,80.78,90.9
2018-08-27 14:55:15.224,80.78,91
2018-08-27 15:00:18.213891,80.96,87.3
2018-08-27 15:05:16.186138,80.96,86.9
2018-08-27 15:10:18.072245,80.42,83.1
2018-08-27 15:15:15.977757,80.42,83.2
2018-08-27 15:20:17.737316,81.5,83.8
2018-08-27 15:25:15.809298,81.5,83.7
2018-08-27 15:30:18.796743,82.4,84.2
2018-08-27 15:35:15.475278,82.22,84.2
2018-08-27 15:40:18.357849,81.86,75.6
2018-08-27 15:45:18.149065,81.86,76.9
2018-08-27 15:50:18.444937,82.22,75.1
2018-08-27 15:55:18.368406,82.76,77.7
2018-08-27 16:00:17.978713,83.84,76.2
2018-08-27 16:05:15.647453,83.84,76.1
2018-08-27 16:10:17.668984,84.74,70.2
2018-08-27 16:15:15.689019,84.74,70.1
2018-08-27 16:20:18.43986,85.64,64.2
2018-08-27 16:25:15.760546,85.64,64.1
2018-08-27 16:30:18.638518,85.1,64.2
2018-08-27 16:35:15.540825,85.1,64.1
2018-08-27 16:40:18.418316,84.56,64.6
2018-08-27 16:45:15.724331,84.38,64.5
2018-08-27 16:50:15.720973,84.02,63.6
2018-08-27 16:55:15.972606,82.76,66
2018-08-27 17:00:18.2353,80.96,71.7
2018-08-27 17:05:15.168391,80.96,71.7
2018-08-27 17:10:17.73035,80.24,74.8
2018-08-27 17:15:18.062961,79.52,77.3
2018-08-27 17:20:18.723585,78.8,81.2
2018-08-27 17:25:15.615106,78.8,81.3
2018-08-27 17:30:16.016065,78.26,85.9
2018-08-27 17:35:17.518899,77.72,86
2018-08-27 17:40:15.570411,77.72,86
2018-08-27 17:45:20.752525,76.82,89.7
2018-08-27 17:50:15.427021,77,89.8
2018-08-27 17:55:18.250245,76.1,92.7
2018-08-27 18:00:18.974621,75.92,94
2018-08-27 18:05:18.080923,75.38,94.9
2018-08-27 18:10:18.204847,74.84,95.4
2018-08-27 18:15:15.310793,74.84,95.5
2018-08-27 18:20:17.913124,74.12,96.3
2018-08-27 18:25:22.779273,73.58,96.8
2018-08-27 18:30:18.437759,73.04,98
2018-08-27 18:35:17.773041,72.68,98.5
2018-08-27 18:40:18.172437,72.32,99
2018-08-27 18:45:23.763806,71.78,99.9
2018-08-27 18:50:15.39686,71.78,99.9
2018-08-27 18:55:18.374807,70.88,99.9
2018-08-27 19:00:16.062807,70.88,99.9
2018-08-27 19:05:17.724433,70.16,99.9
2018-08-27 19:10:18.467448,69.98,99.9
2018-08-27 19:15:17.896372,69.8,99.9
2018-08-27 19:20:20.806289,69.44,99.9
2018-08-27 19:25:20.940808,69.26,99.9
2018-08-27 19:30:18.51344,69.26,99.9
2018-08-27 19:35:15.722287,69.26,99.9
2018-08-27 19:40:20.25108,69.26,99.9
2018-08-27 19:45:18.728414,69.26,99.9
2018-08-27 19:50:15.229043,69.08,99.9
2018-08-27 19:55:18.001412,68.9,99.9
2018-08-27 20:00:26.049981,68.54,99.9
2018-08-27 20:05:16.143608,68.72,99.9
2018-08-27 20:10:18.088527,68.18,99.9
2018-08-27 20:15:15.891476,68.18,99.9
2018-08-27 20:20:15.178028,68,99.9
2018-08-27 20:25:18.128698,67.64,99.9
2018-08-27 20:30:20.95202,67.46,99.9
2018-08-27 20:35:15.502518,67.28,99.9
2018-08-27 20:40:15.922776,67.28,99.9
2018-08-27 20:45:18.602727,67.1,99.9
2018-08-27 20:50:15.204343,67.1,99.9
2018-08-27 20:55:18.008899,66.56,99.9
2018-08-27 21:00:18.66603,66.38,99.9
2018-08-27 21:05:15.374145,66.38,99.9
2018-08-27 21:10:18.259695,66.56,99.9
2018-08-27 21:15:16.176283,66.56,99.9
2018-08-27 21:20:17.978159,66.92,99.9
2018-08-27 21:25:18.659871,67.1,99.9
2018-08-27 21:30:17.93749,67.46,99.9
2018-08-27 21:35:15.532394,67.28,99.9
2018-08-27 21:40:15.903779,67.46,99.9
2018-08-27 21:45:17.991203,67.28,99.9
2018-08-27 21:50:18.162899,67.1,99.9
2018-08-27 21:55:17.744172,67.1,99.9
2018-08-27 22:00:15.533907,67.1,99.9
2018-08-27 22:05:15.793817,66.92,99.9
2018-08-27 22:10:17.943579,66.2,99.9
2018-08-27 22:15:18.533349,65.84,99.9
2018-08-27 22:20:15.328194,65.84,99.9
2018-08-27 22:25:20.913536,65.12,99.9
2018-08-27 22:30:16.017952,65.12,99.9
2018-08-27 22:35:15.112919,64.76,99.9
2018-08-27 22:40:15.405343,64.58,99.9
2018-08-27 22:45:18.250756,64.04,99.9
2018-08-27 22:50:16.020638,64.04,99.9
2018-08-27 22:55:15.711969,63.86,99.9
2018-08-27 23:00:16.27002,63.68,99.9
2018-08-27 23:05:15.394328,63.5,99.9
2018-08-27 23:10:18.330182,63.5,99.9
2018-08-27 23:15:18.89079,63.32,99.9
2018-08-27 23:20:18.273501,63.14,99.9
2018-08-27 23:25:21.184353,62.78,99.9
2018-08-27 23:30:15.95038,62.78,99.9
2018-08-27 23:35:18.588854,62.42,99.9
2018-08-27 23:40:15.652807,62.42,99.9
2018-08-27 23:45:21.532073,62.6,99.9
2018-08-27 23:50:17.725899,62.6,99.9
2018-08-27 23:55:15.456609,62.6,99.9
2018-08-28 00:00:18.411483,62.6,99.9
2018-08-28 00:05:17.758591,62.6,99.9
2018-08-28 00:10:15.620111,62.6,99.9
2018-08-28 00:15:18.404283,62.96,99.9
2018-08-28 00:20:20.492396,62.78,99.9
2018-08-28 00:25:15.422979,62.78,99.9
2018-08-28 00:30:15.913207,62.78,99.9
2018-08-28 00:35:21.177966,62.42,99.9
2018-08-28 00:40:17.734466,62.42,99.9
2018-08-28 00:45:18.151047,62.24,99.9
2018-08-28 00:50:20.947597,61.88,99.9
2018-08-28 00:55:18.495023,61.88,99.9
2018-08-28 01:00:15.303828,61.88,99.9
2018-08-28 01:05:18.122472,61.52,99.9
2018-08-28 01:10:15.124161,61.52,99.9
2018-08-28 01:15:18.161781,61.16,99.9
2018-08-28 01:20:16.018003,60.98,99.9
2018-08-28 01:25:15.315198,60.8,99.9
2018-08-28 01:35:18.394901,60.98,99.9
2018-08-28 01:40:15.236357,60.98,99.9
2018-08-28 01:45:18.101102,60.62,99.9
2018-08-28 01:50:15.210276,60.62,99.9
2018-08-28 01:55:18.375414,60.44,99.9
2018-08-28 02:00:18.974508,60.26,99.9
2018-08-28 02:05:21.057559,60.26,99.9
2018-08-28 02:10:14.981534,60.26,99.9
2018-08-28 02:15:15.454227,60.26,99.9
2018-08-28 02:20:18.312602,60.08,99.9
2018-08-28 02:25:17.67209,60.08,99.9
2018-08-28 02:30:18.313747,60.08,99.9
2018-08-28 02:35:18.50628,59.9,99.9
2018-08-28 02:40:18.003221,59.72,99.9
2018-08-28 02:45:15.962561,59.72,99.9
2018-08-28 02:50:15.319758,59.72,99.9
2018-08-28 02:55:18.16805,59.72,99.9
2018-08-28 03:00:18.706193,59.9,99.9
2018-08-28 03:05:17.803379,59.9,99.9
2018-08-28 03:10:20.709318,59.9,99.9
2018-08-28 03:15:15.663825,59.9,99.9
2018-08-28 03:20:15.853561,59.9,99.9
2018-08-28 03:25:15.768192,59.72,99.9
2018-08-28 03:30:16.055134,59.54,99.9
2018-08-28 03:35:17.754954,59.72,99.9
2018-08-28 03:40:18.32945,59.54,99.9
2018-08-28 03:45:16.381015,59.54,99.9
2018-08-28 03:50:20.486962,59.72,99.9
2018-08-28 03:55:17.889144,59.9,99.9
2018-08-28 04:00:20.988564,59.9,99.9
2018-08-28 04:05:18.347436,59.72,99.9
2018-08-28 04:10:17.862573,59.72,99.9
2018-08-28 04:15:16.089652,59.72,99.9
2018-08-28 04:20:15.067437,59.54,99.9
2018-08-28 04:25:18.142483,59.54,99.9
2018-08-28 04:30:18.626789,59.54,99.9
2018-08-28 04:35:17.883378,59.36,99.9
2018-08-28 04:40:21.182207,59.18,99.9
2018-08-28 04:45:21.312667,59.18,99.9
2018-08-28 04:50:15.982048,59.18,99.9
2018-08-28 04:55:18.000195,59.18,99.9
2018-08-28 05:00:18.469689,59.18,99.9
2018-08-28 05:05:15.059542,59.18,99.9
2018-08-28 05:10:17.841338,59.18,99.9
2018-08-28 05:15:21.382805,59,99.9
2018-08-28 05:20:15.213536,59,99.9
2018-08-28 05:25:18.409764,59,99.9
2018-08-28 05:30:17.78616,59.18,99.9
2018-08-28 05:35:15.355427,59,99.9
2018-08-28 05:40:15.805901,59.18,99.9
2018-08-28 05:45:20.412416,59.36,99.9
2018-08-28 05:50:15.113897,59.36,99.9
2018-08-28 05:55:18.110125,59.54,99.9
2018-08-28 06:00:18.71095,59.54,99.9
2018-08-28 06:05:18.097748,59.72,99.9
2018-08-28 06:10:17.616994,59.9,99.9
2018-08-28 06:15:18.219372,60.08,99.9
2018-08-28 06:20:18.658821,60.44,99.9
2018-08-28 06:25:21.880725,60.44,99.9
2018-08-28 06:30:18.616043,61.16,99.9
2018-08-28 06:35:17.957446,61.52,99.9
2018-08-28 06:40:20.99097,61.88,99.9
2018-08-28 06:45:15.992474,61.88,99.9
2018-08-28 06:50:18.742147,62.78,99.9
2018-08-28 06:55:18.329443,63.14,99.9
2018-08-28 07:00:18.747133,63.5,99.9
2018-08-28 07:05:18.039395,64.04,99.9
2018-08-28 07:10:16.136633,64.04,99.9
2018-08-28 07:15:15.551525,64.76,99.9
2018-08-28 07:20:15.691348,65.3,99.9
2018-08-28 07:25:17.811836,66.38,99.9
2018-08-28 07:30:18.298489,66.74,99.9
2018-08-28 07:35:15.816808,66.74,99.9
2018-08-28 07:40:17.873006,67.46,99.9
2018-08-28 07:45:18.351428,67.82,99.9
2018-08-28 07:50:18.678027,68,99.9
2018-08-28 07:55:18.191237,68.36,99.9
2018-08-28 08:00:16.082737,68.36,99.9
2018-08-28 08:05:20.382435,68.72,99.9
2018-08-28 08:10:15.091029,68.72,99.9
2018-08-28 08:15:15.655374,68.9,99.9
2018-08-28 08:20:15.245293,69.08,99.9
2018-08-28 08:25:15.540044,69.26,99.9
2018-08-28 08:30:15.722103,69.44,99.9
2018-08-28 08:35:16.167985,69.44,99.9
2018-08-28 08:40:18.233838,69.8,99.9
2018-08-28 08:45:18.671522,69.8,99.9
2018-08-28 08:50:20.44349,69.98,99.9
2018-08-28 08:55:15.576906,69.98,99.9
2018-08-28 09:00:18.675912,70.34,99.9
2018-08-28 09:05:17.784436,70.34,99.9
2018-08-28 09:10:15.599318,70.34,99.9
2018-08-28 09:15:15.633698,70.52,99.9
2018-08-28 09:20:17.58839,70.88,99.9
2018-08-28 09:25:18.016647,71.06,99.9
2018-08-28 09:30:15.897221,71.06,99.9
2018-08-28 09:35:18.53566,71.78,99.9
2018-08-28 09:40:18.029694,71.96,99.9
2018-08-28 09:45:15.640758,71.96,99.9
2018-08-28 09:50:18.161429,71.96,99.9
2018-08-28 09:55:22.762296,71.96,99.9
2018-08-28 10:00:18.239464,72.14,99.9
2018-08-28 10:05:15.939813,71.96,99.9
2018-08-28 10:10:20.351931,72.5,99.9
2018-08-28 10:15:16.294257,72.32,99.9
2018-08-28 10:20:15.536154,72.68,99.9
2018-08-28 10:25:18.271619,73.22,99.9
2018-08-28 10:30:23.43399,73.4,99.9
2018-08-28 10:35:20.515862,73.76,99.9
2018-08-28 10:40:18.244428,74.12,99.9
2018-08-28 10:45:18.972441,74.48,99.9
2018-08-28 10:50:15.650589,74.48,99.9
2018-08-28 10:55:15.763936,74.48,99.9
2018-08-28 11:00:18.655823,75.2,99.9
2018-08-28 11:05:18.559032,75.56,99.9
2018-08-28 11:10:15.514957,75.38,99.9
2018-08-28 11:15:18.405938,75.92,99.9
2018-08-28 11:20:15.611335,75.92,99.9
2018-08-28 11:25:18.118829,75.92,99.9
2018-08-28 11:30:16.056351,75.92,99.9
2018-08-28 11:35:15.127117,75.38,99.9
2018-08-28 11:40:20.592007,75.02,99.9
2018-08-28 11:45:20.922741,75.2,99.9
2018-08-28 11:50:25.559853,75.2,99.9
2018-08-28 11:55:18.385116,75.2,99.9
2018-08-28 12:00:18.763708,75.2,99.9
2018-08-28 12:05:17.911255,75.92,99.9
2018-08-28 12:10:18.590973,75.92,99.9
2018-08-28 12:15:15.547468,75.74,99.9
2018-08-28 12:20:19.007202,76.1,99.9
2018-08-28 12:25:18.523319,76.46,99.9
2018-08-28 12:30:18.286147,76.82,99.9
2018-08-28 12:35:18.471014,77,99.9
2018-08-28 12:40:15.508332,77,99.9
2018-08-28 12:45:18.69871,77.54,99.9
2018-08-28 12:50:15.557967,77.54,99.9
2018-08-28 12:55:16.07657,77.36,99.9
2018-08-28 13:00:18.131068,77.72,99.9
2018-08-28 13:05:18.323372,78.08,99.9
2018-08-28 13:10:20.271037,78.62,99.9
2018-08-28 13:15:18.866042,78.98,99.3
2018-08-28 13:20:18.339412,79.16,99.4
2018-08-28 13:25:15.030177,79.34,99.4
2018-08-28 13:30:15.536095,79.7,98.7
2018-08-28 13:35:18.475187,81.5,97.1
2018-08-28 13:40:15.554051,81.32,97
2018-08-28 13:45:18.447124,82.4,94
2018-08-28 13:50:18.118489,82.58,90.3
2018-08-28 13:55:20.374572,82.4,89.8
2018-08-28 14:00:25.416147,82.76,91.1
2018-08-28 14:05:22.841256,83.12,85.6
2018-08-28 14:10:15.805962,83.12,85.5
2018-08-28 14:15:15.554341,82.58,79.9
2018-08-28 14:20:15.847518,82.4,79.1
2018-08-28 14:25:22.785247,82.04,77.9
2018-08-28 14:30:18.891123,82.04,79.7
2018-08-28 14:35:18.156927,82.58,78.5
2018-08-28 14:40:17.873589,83.12,74.8
2018-08-28 14:45:15.853558,83.12,74.8
2018-08-28 14:50:23.415058,83.3,73.3
2018-08-28 14:55:18.010581,82.94,71.4
2018-08-28 15:00:16.134077,82.94,71.4
2018-08-28 15:05:15.466607,83.12,74.8
2018-08-28 15:10:18.436197,82.76,70.1
2018-08-28 15:15:15.809514,82.76,70
2018-08-28 15:20:20.966179,82.4,73.4
2018-08-28 15:25:18.352399,83.12,71.2
2018-08-28 15:30:15.491097,83.12,71.1
2018-08-28 15:35:15.366306,83.12,72
2018-08-28 15:40:15.811916,83.48,70.9
2018-08-28 15:45:24.098681,82.94,68.3
2018-08-28 15:50:18.190747,82.94,67.8
2018-08-28 15:55:17.911989,82.94,69
2018-08-28 16:00:18.274995,84.2,66.4
2018-08-28 16:05:15.333483,84.2,66.4
2018-08-28 16:10:15.716797,84.92,65.9
2018-08-28 16:15:15.997801,85.46,64.2
2018-08-28 16:20:15.230527,85.46,61.7
2018-08-28 16:25:15.612074,85.46,63.4
2018-08-28 16:30:18.516809,86.9,61.5
2018-08-28 16:35:15.64163,87.08,61.6
2018-08-28 16:40:18.484629,87.98,53.5
2018-08-28 16:45:15.476722,87.98,53.5
2018-08-28 16:50:15.792143,86.9,56.3
2018-08-28 16:55:17.761777,84.38,59.3
2018-08-28 17:00:21.370391,84.02,61.9
2018-08-28 17:05:17.510131,83.48,62.3
2018-08-28 17:10:15.558536,83.3,62.2
2018-08-28 17:15:18.681246,81.68,66.5
2018-08-28 17:20:15.731997,81.68,66.5
2018-08-28 17:25:20.300509,80.24,70.4
2018-08-28 17:35:18.64834,79.52,72.9
2018-08-28 17:40:15.548725,79.52,72.9
2018-08-28 17:45:15.823171,78.98,74.4
2018-08-28 17:50:18.528771,78.44,77.8
2018-08-28 17:55:18.144626,78.08,79.7
2018-08-28 18:00:15.948207,78.08,79.7
2018-08-28 18:05:15.978481,77.72,81.7
2018-08-28 18:10:18.103619,76.64,85.5
2018-08-28 18:15:18.837826,76.28,87.2
2018-08-28 18:20:15.55402,76.1,87.1
2018-08-28 18:25:15.92582,75.74,88.9
2018-08-28 18:30:18.300506,74.84,90.6
2018-08-28 18:35:15.838844,74.84,90.6
2018-08-28 18:40:17.811067,73.94,92.3
2018-08-28 18:45:18.264276,73.58,93.1
2018-08-28 18:50:18.533739,73.22,93.8
2018-08-28 18:55:15.352026,73.22,93.8
2018-08-28 19:00:18.170603,72.68,95.5
2018-08-28 19:05:16.173543,72.68,95.5
2018-08-28 19:10:18.361526,71.96,96.7
2018-08-28 19:15:19.009457,71.78,97.2
2018-08-28 19:20:18.460745,71.42,97.7
2018-08-28 19:25:17.998856,71.24,98.4
2018-08-28 19:30:18.819733,70.88,99.2
2018-08-28 19:35:15.308742,70.88,99.2
2018-08-28 19:40:18.274435,70.34,99.9
2018-08-28 19:45:16.167747,70.34,99.9
2018-08-28 19:50:17.978477,70.16,99.9
2018-08-28 19:55:18.349201,69.98,99.9
2018-08-28 20:00:23.199851,69.8,99.9
2018-08-28 20:05:16.056051,69.8,99.9
2018-08-28 20:10:20.61018,69.08,99.9
2018-08-28 20:15:20.793598,69.08,99.9
2018-08-28 20:20:18.252246,68.9,99.9
2018-08-28 20:25:17.983724,68.72,99.9
2018-08-28 20:30:18.481455,68.54,99.9
2018-08-28 20:35:17.554742,68.36,99.9
2018-08-28 20:40:15.408067,68.36,99.9
2018-08-28 20:45:16.088926,68.36,99.9
2018-08-28 20:50:17.7169,67.82,99.9
2018-08-28 20:55:18.277803,67.64,99.9
2018-08-28 21:00:18.61035,67.64,99.9
2018-08-28 21:05:20.482931,67.64,99.9
2018-08-28 21:10:15.530924,67.64,99.9
2018-08-28 21:15:18.503981,67.64,99.9
2018-08-28 21:20:18.119645,67.46,99.9
2018-08-28 21:25:17.484014,67.28,99.9
2018-08-28 21:30:18.072769,67.1,99.9
2018-08-28 21:35:18.251777,67.1,99.9
2018-08-28 21:40:20.261577,67.1,99.9
2018-08-28 21:45:16.192405,67.1,99.9
2018-08-28 21:50:18.351655,66.92,99.9
2018-08-28 21:55:20.408649,66.92,99.9
2018-08-28 22:00:17.903939,66.92,99.9
2018-08-28 22:05:18.271337,66.74,99.9
2018-08-28 22:10:17.539606,66.74,99.9
2018-08-28 22:15:18.209355,66.92,99.9
2018-08-28 22:20:17.776144,66.92,99.9
2018-08-28 22:25:18.209762,66.74,99.9
2018-08-28 22:30:16.037829,66.74,99.9
2018-08-28 22:35:22.823703,66.38,99.9
2018-08-28 22:40:15.426083,66.38,99.9
2018-08-28 22:45:18.576859,66.2,99.9
2018-08-28 22:50:17.74062,65.84,99.9
2018-08-28 22:55:18.167812,65.84,99.9
2018-08-28 23:00:18.77871,65.66,99.9
2018-08-28 23:05:18.261241,65.48,99.9
2018-08-28 23:10:15.198478,65.48,99.9
2018-08-28 23:15:15.530854,65.3,99.9
2018-08-28 23:20:15.397371,65.3,99.9
2018-08-28 23:25:23.322933,65.12,99.9
2018-08-28 23:30:16.109602,65.12,99.9
2018-08-28 23:35:17.729357,65.12,99.9
2018-08-28 23:40:15.668288,65.12,99.9
2018-08-28 23:50:20.48629,65.3,99.9
2018-08-28 23:55:20.538125,65.12,99.9
2018-08-29 00:00:18.042601,65.12,99.9
2018-08-29 00:05:18.326637,64.94,99.9
2018-08-29 00:10:17.740045,64.76,99.9
2018-08-29 00:15:18.172193,64.58,99.9
2018-08-29 00:20:15.95595,64.58,99.9
2018-08-29 00:25:15.313553,64.4,99.9
2018-08-29 00:30:15.91998,64.22,99.9
2018-08-29 00:35:17.893306,63.86,99.9
2018-08-29 00:40:15.68071,63.86,99.9
2018-08-29 00:45:16.000636,63.68,99.9
2018-08-29 00:50:15.426754,63.68,99.9
2018-08-29 00:55:18.426987,63.68,99.9
