datetime,meas,meas2
2018-08-29 01:00:18.08327,63.5,99.9
2018-08-29 01:05:18.262632,63.32,99.9
2018-08-29 01:10:20.360584,63.32,99.9
2018-08-29 01:15:16.549542,63.32,99.9
2018-08-29 01:20:16.01733,62.96,99.9
2018-08-29 01:25:18.353533,62.96,99.9
2018-08-29 01:30:16.372859,62.78,99.9
2018-08-29 01:35:18.040687,62.78,99.9
2018-08-29 01:40:16.076459,62.78,99.9
2018-08-29 01:45:17.964064,62.42,99.9
2018-08-29 01:50:18.027114,62.24,99.9
2018-08-29 01:55:18.760149,62.24,99.9
2018-08-29 02:00:15.737743,62.06,99.9
2018-08-29 02:05:18.44323,61.88,99.9
2018-08-29 02:10:15.256325,61.88,99.9
2018-08-29 02:15:15.542437,61.88,99.9
2018-08-29 02:20:18.40919,61.88,99.9
2018-08-29 02:25:17.804152,61.88,99.9
2018-08-29 02:30:18.557818,61.7,99.9
2018-08-29 02:35:15.218224,61.7,99.9
2018-08-29 02:40:15.658566,61.7,99.9
2018-08-29 02:45:16.157249,61.7,99.9
2018-08-29 02:50:17.733719,61.88,99.9
2018-08-29 02:55:15.506225,61.7,99.9
2018-08-29 03:00:16.297569,61.88,99.9
2018-08-29 03:05:18.144938,61.7,99.9
2018-08-29 03:10:17.716943,61.7,99.9
2018-08-29 03:15:15.82654,61.7,99.9
2018-08-29 03:20:17.840867,61.7,99.9
2018-08-29 03:25:17.760464,61.7,99.9
2018-08-29 03:30:15.564839,61.7,99.9
2018-08-29 03:35:21.150502,61.88,99.9
2018-08-29 03:40:17.876117,61.88,99.9
2018-08-29 03:45:15.907503,61.88,99.9
2018-08-29 03:50:22.753454,61.88,99.9
2018-08-29 03:55:18.272083,61.7,99.9
2018-08-29 04:00:16.054111,61.7,99.9
2018-08-29 04:05:20.66436,61.34,99.9
2018-08-29 04:10:18.165846,61.34,99.9
2018-08-29 04:15:23.693471,61.16,99.9
2018-08-29 04:20:15.689009,61.34,99.9
2018-08-29 04:25:16.07052,61.16,99.9
2018-08-29 04:30:17.973467,60.98,99.9
2018-08-29 04:35:15.831528,60.98,99.9
2018-08-29 04:40:15.055904,60.8,99.9
2018-08-29 04:45:15.315932,60.8,99.9
2018-08-29 04:50:18.051607,60.62,99.9
2018-08-29 04:55:15.821731,60.62,99.9
2018-08-29 05:00:21.608944,60.44,99.9
2018-08-29 05:05:15.325445,60.44,99.9
2018-08-29 05:10:15.570317,60.44,99.9
2018-08-29 05:15:18.541862,60.62,99.9
2018-08-29 05:20:15.346597,60.44,99.9
2018-08-29 05:25:18.17724,60.62,99.9
2018-08-29 05:30:16.06358,60.44,99.9
2018-08-29 05:35:17.932587,60.44,99.9
2018-08-29 05:40:21.228862,60.44,99.9
2018-08-29 05:45:21.272268,60.44,99.9
2018-08-29 05:50:26.608953,60.44,99.9
2018-08-29 05:55:18.180366,60.62,99.9
2018-08-29 06:00:23.702104,60.8,99.9
2018-08-29 06:05:15.349609,60.8,99.9
2018-08-29 06:10:18.609793,61.34,99.9
2018-08-29 06:15:18.132135,61.7,99.9
2018-08-29 06:20:18.554167,61.88,99.9
2018-08-29 06:25:21.719679,61.88,99.9
2018-08-29 06:30:18.82859,62.78,99.9
2018-08-29 06:35:17.86663,63.14,99.9
2018-08-29 06:40:18.551687,63.5,99.9
2018-08-29 06:45:18.216154,63.86,99.9
2018-08-29 06:50:20.894426,64.22,99.9
2018-08-29 06:55:18.452671,64.4,99.9
2018-08-29 07:00:17.982692,64.76,99.9
2018-08-29 07:05:18.238174,65.12,99.9
2018-08-29 07:10:15.296645,65.12,99.9
2018-08-29 07:15:18.212858,65.66,99.9
2018-08-29 07:20:16.019622,65.66,99.9
2018-08-29 07:25:18.110508,66.38,99.9
2018-08-29 07:30:18.616885,66.56,99.9
2018-08-29 07:35:15.319667,66.56,99.9
2018-08-29 07:40:18.231478,67.1,99.9
2018-08-29 07:45:18.698625,67.28,99.9
2018-08-29 07:50:17.927067,67.64,99.9
2018-08-29 07:55:15.832833,67.64,99.9
2018-08-29 08:00:16.166415,67.82,99.9
2018-08-29 08:05:15.131046,68.18,99.9
2018-08-29 08:10:15.705508,68.54,99.9
2018-08-29 08:15:18.615111,69.26,99.9
2018-08-29 08:20:17.643224,69.62,99.9
2018-08-29 08:25:15.92414,69.62,99.9
2018-08-29 08:30:19.291346,70.34,99.9
2018-08-29 08:35:18.602502,70.7,99.9
2018-08-29 08:40:20.637414,71.06,99.9
2018-08-29 08:45:20.891205,71.6,99.9
2018-08-29 08:50:15.59873,71.6,99.9
2018-08-29 08:55:17.530321,72.5,99.9
2018-08-29 09:00:18.131593,72.68,99.9
2018-08-29 09:05:18.111,73.04,99.9
2018-08-29 09:10:15.218923,73.04,99.9
2018-08-29 09:15:15.585882,73.04,99.9
2018-08-29 09:20:15.725815,73.4,99.9
2018-08-29 09:25:15.037341,73.4,99.9
2018-08-29 09:30:15.495622,73.76,99.9
2018-08-29 09:35:15.358179,73.76,99.9
2018-08-29 09:40:17.988443,73.94,99.9
2018-08-29 09:45:16.092497,73.94,99.9
2018-08-29 09:50:15.075642,74.12,99.9
2018-08-29 09:55:17.867969,74.48,99.9
2018-08-29 10:00:15.589814,74.3,99.9
2018-08-29 10:05:18.08952,74.48,99.9
2018-08-29 10:10:20.250112,74.48,99.9
2018-08-29 10:15:16.314665,74.48,99.9
2018-08-29 10:20:15.742633,74.66,99.9
2018-08-29 10:25:17.795637,74.84,99.9
2018-08-29 10:30:18.210317,75.02,99.9
2018-08-29 10:35:18.321276,75.2,99.9
2018-08-29 10:40:18.570693,75.38,99.9
2018-08-29 10:45:18.154254,75.56,99.9
2018-08-29 10:50:20.854125,75.74,99.9
2018-08-29 10:55:20.913137,75.74,99.9
2018-08-29 11:00:18.413992,75.92,99.9
2018-08-29 11:05:17.744163,76.28,99.9
2018-08-29 11:10:18.100592,76.64,99.9
2018-08-29 11:15:20.972935,76.82,99.9
2018-08-29 11:20:20.811845,77.18,99.9
2018-08-29 11:25:20.862797,77.54,99.9
2018-08-29 11:30:23.439817,78.08,99.9
2018-08-29 11:35:17.709837,78.44,99.9
2018-08-29 11:40:18.340468,78.8,99
2018-08-29 11:45:16.233068,78.8,99
2018-08-29 11:50:20.252459,79.16,97.5
2018-08-29 11:55:17.775915,79.52,96.6
2018-08-29 12:00:16.074469,79.52,96.6
2018-08-29 12:05:17.592463,79.88,93.7
2018-08-29 12:10:18.189808,80.06,92.1
2018-08-29 12:15:18.640592,80.42,89
2018-08-29 12:20:17.999734,80.6,88.7
2018-08-29 12:25:18.351228,80.96,89.8
2018-08-29 12:30:16.302634,80.96,89.8
2018-08-29 12:35:16.007413,81.5,90.1
2018-08-29 12:40:17.823239,82.76,87.2
2018-08-29 12:45:15.923249,82.58,87.2
2018-08-29 12:50:18.337155,83.48,80
2018-08-29 12:55:17.796612,83.84,75.9
2018-08-29 13:00:18.396334,84.02,71.1
2018-08-29 13:05:20.073611,84.2,68
2018-08-29 13:10:18.562569,84.38,67.3
2018-08-29 13:15:18.042341,84.56,67.4
2018-08-29 13:20:18.368832,84.92,68.3
2018-08-29 13:25:17.692772,85.28,65.6
2018-08-29 13:30:23.344294,85.46,64.8
2018-08-29 13:35:18.974368,86,61.8
2018-08-29 13:40:15.876111,86,61.8
2018-08-29 13:45:16.179218,86,61.3
2018-08-29 13:50:17.890163,86.54,64.1
2018-08-29 13:55:15.870891,86.54,64
2018-08-29 14:00:18.742291,87.8,63.5
2018-08-29 14:05:17.909623,88.16,62.4
2018-08-29 14:10:18.67071,88.34,61.4
2018-08-29 14:15:15.515493,88.34,61.3
2018-08-29 14:20:22.647091,88.34,60.9
2018-08-29 14:25:18.317395,88.88,61.8
2018-08-29 14:30:16.163743,88.7,61.7
2018-08-29 14:35:17.740974,89.24,60.3
2018-08-29 14:40:18.058661,90.14,60.1
2018-08-29 14:45:18.54673,90.68,58.1
2018-08-29 14:50:17.704557,91.04,56.4
2018-08-29 14:55:15.51407,90.86,56.3
2018-08-29 15:00:18.233235,91.4,52.9
2018-08-29 15:05:18.224541,90.86,53.8
2018-08-29 15:10:17.733664,90.5,56
2018-08-29 15:15:15.400342,90.5,56
2018-08-29 15:20:18.640697,90.86,54.9
2018-08-29 15:25:18.610525,91.4,54
2018-08-29 15:30:20.808541,91.4,52.9
2018-08-29 15:35:15.765517,91.4,52.9
2018-08-29 15:40:17.921938,92.66,52.5
2018-08-29 15:45:20.920501,92.84,53.9
2018-08-29 15:50:15.484898,92.84,53.9
2018-08-29 15:55:15.771869,92.66,53.2
2018-08-29 16:00:15.72572,92.66,53.9
2018-08-29 16:05:23.440136,93.92,51.6
2018-08-29 16:10:17.896459,93.56,50.3
2018-08-29 16:15:18.290673,92.66,51.2
2018-08-29 16:20:14.9594,92.48,51
2018-08-29 16:25:15.333381,91.94,50.7
2018-08-29 16:30:18.119418,91.94,48.5
2018-08-29 16:35:18.422033,91.04,48.7
2018-08-29 16:40:17.858884,90.68,51.6
2018-08-29 16:45:18.360249,90.68,50.6
2018-08-29 16:50:18.682736,89.96,52.9
2018-08-29 16:55:15.914909,89.96,52.9
2018-08-29 17:00:18.842554,88.88,55
2018-08-29 17:05:20.89913,87.8,56.1
2018-08-29 17:10:15.641979,87.08,58.3
2018-08-29 17:15:17.97901,86.18,58.9
2018-08-29 17:20:18.359557,85.28,59.8
2018-08-29 17:25:17.880397,84.56,61.1
2018-08-29 17:30:18.339488,83.84,62.9
2018-08-29 17:35:18.590314,83.12,64.9
2018-08-29 17:40:17.943706,82.76,67
2018-08-29 17:45:18.427526,82.22,68.9
2018-08-29 17:50:17.480869,81.68,70.6
2018-08-29 17:55:15.510577,81.68,70.6
2018-08-29 18:00:18.376288,80.78,74.7
2018-08-29 18:05:16.157736,80.78,74.8
2018-08-29 18:10:15.493501,80.24,77.7
2018-08-29 18:15:18.440593,79.52,83.2
2018-08-29 18:20:15.18413,79.34,83.2
2018-08-29 18:25:15.849532,78.98,85.2
2018-08-29 18:30:16.131004,78.44,87.3
2018-08-29 18:35:17.634137,77.36,91.4
2018-08-29 18:40:18.083018,76.82,92.6
2018-08-29 18:45:16.002027,76.82,92.6
2018-08-29 18:50:17.591843,75.92,94.2
2018-08-29 18:55:18.019925,75.56,94.7
2018-08-29 19:00:18.487245,75.02,95.3
2018-08-29 19:05:20.065943,74.48,95.7
2018-08-29 19:10:20.495495,74.12,96
2018-08-29 19:15:15.376706,74.12,96
2018-08-29 19:20:15.03955,73.76,96.5
2018-08-29 19:25:15.50675,73.58,96.7
2018-08-29 19:30:18.359557,73.04,97.6
2018-08-29 19:35:21.132527,72.68,97.9
2018-08-29 19:40:17.622309,72.32,98.1
2018-08-29 19:45:15.396082,72.14,98.1
2018-08-29 19:50:18.116827,71.6,99.1
2018-08-29 19:55:15.106279,71.6,99.1
2018-08-29 20:00:17.880047,71.24,99.9
2018-08-29 20:05:20.552339,70.88,99.9
2018-08-29 20:10:15.296512,71.06,99.9
2018-08-29 20:15:17.961142,70.7,99.9
2018-08-29 20:20:15.710306,70.7,99.9
2018-08-29 20:25:15.020189,70.52,99.9
2018-08-29 20:30:15.70031,70.16,99.9
2018-08-29 20:35:18.392921,69.62,99.9
2018-08-29 20:40:15.298802,69.62,99.9
2018-08-29 20:45:17.991793,69.08,99.9
2018-08-29 20:50:17.614344,68.72,99.9
2018-08-29 20:55:18.710966,68.54,99.9
2018-08-29 21:00:18.399835,68.36,99.9
2018-08-29 21:05:15.131445,68.36,99.9
2018-08-29 21:10:18.071065,67.82,99.9
2018-08-29 21:15:18.665797,68,99.9
2018-08-29 21:20:17.984774,67.82,99.9
2018-08-29 21:25:20.874142,67.82,99.9
2018-08-29 21:30:15.778176,67.82,99.9
2018-08-29 21:35:18.259557,67.46,99.9
2018-08-29 21:40:20.26471,67.1,99.9
2018-08-29 21:45:16.260211,67.1,99.9
2018-08-29 21:50:18.017129,66.74,99.9
2018-08-29 21:55:15.858142,66.56,99.9
2018-08-29 22:00:16.422707,66.38,99.9
2018-08-29 22:05:18.228121,66.02,99.9
2018-08-29 22:10:20.17211,66.02,99.9
2018-08-29 22:15:18.57005,65.84,99.9
2018-08-29 22:20:20.466315,65.66,99.9
2018-08-29 22:25:18.08107,65.66,99.9
2018-08-29 22:30:15.371814,65.66,99.9
2018-08-29 22:35:20.863425,65.66,99.9
2018-08-29 22:40:18.239825,65.48,99.9
2018-08-29 22:45:18.978126,65.48,99.9
2018-08-29 22:50:18.2902,65.3,99.9
2018-08-29 22:55:17.60525,65.3,99.9
2018-08-29 23:00:18.659025,64.94,99.9
2018-08-29 23:05:15.195427,64.94,99.9
2018-08-29 23:10:15.694098,64.94,99.9
2018-08-29 23:15:15.906554,64.76,99.9
2018-08-29 23:20:17.447763,64.22,99.9
2018-08-29 23:25:18.081206,64.04,99.9
2018-08-29 23:30:15.327499,64.04,99.9
2018-08-29 23:35:18.014283,63.68,99.9
2018-08-29 23:40:21.040996,63.68,99.9
2018-08-29 23:45:18.540875,63.5,99.9
2018-08-29 23:50:17.660947,63.32,99.9
2018-08-29 23:55:20.806276,63.14,99.9
